iter	Logloss
179	0.2175238435
180	0.2173919547
181	0.2172339493
182	0.2171193973
183	0.2169619156
184	0.2168122996
185	0.216719356
186	0.2165878125
187	0.2164709275
188	0.2162832437
189	0.2161810786
190	0.216051016
191	0.2159255959
192	0.2158199153
193	0.2156059781
194	0.2154448304
195	0.2153615719
196	0.2152222818
197	0.2151254209
198	0.2150004562
199	0.2149155328
200	0.2147636805
201	0.2146705092
202	0.2145353328
203	0.2142962601
204	0.2140941506
205	0.2139934208
206	0.2138870536
207	0.213689223
208	0.2135995345
209	0.2134112576
210	0.2133083198
211	0.2132002162
212	0.2130570161
213	0.2128072318
214	0.2126828445
215	0.2125686019
216	0.2124190428
217	0.2121348505
218	0.211989509
219	0.2118657758
220	0.2116988651
221	0.2115054355
222	0.2113195267
223	0.2112071787
224	0.2110598389
225	0.210963449
226	0.2108095105
227	0.2106866548
228	0.2105832433
229	0.2104581163
230	0.2103341174
231	0.2100373243
232	0.2099260894
233	0.2098059045
234	0.2097180425
235	0.2096371564
236	0.2094847039
237	0.2093349608
238	0.209246686
239	0.2091094022
240	0.2089981839
241	0.2088743742
242	0.2087806402
243	0.2086283394
244	0.2084987507
245	0.2083524293
246	0.208291863
247	0.208163385
248	0.208053563
249	0.207930033
250	0.2078266484
251	0.2077198131
252	0.2076671243
253	0.2075592531
254	0.2074560491
255	0.207374724
256	0.2072667699
257	0.2071713244
258	0.2070690815
259	0.2069643132
260	0.2068914213
261	0.2067953597
262	0.2066504242
263	0.2065267472
264	0.2064267792
265	0.2062867421
266	0.2061471381
267	0.2059563472
268	0.205840269
269	0.2057519973
270	0.2056251129
271	0.2055504239
272	0.2054238459
273	0.2052741668
274	0.2052090556
275	0.2051236117
276	0.2050494171
277	0.2049331332
278	0.2048738665
279	0.2047839773
280	0.2046992873
281	0.2046140964
282	0.2044842607
283	0.2043768882
284	0.2042458625
285	0.2041206091
286	0.2039957035
287	0.2038833682
288	0.2037989562
289	0.2036848727
290	0.2035979731
291	0.2034764379
292	0.2033366762
293	0.2032430668
294	0.2031584661
295	0.2030306465
296	0.2029147172
297	0.2028317502
298	0.202727923
299	0.2026452839
300	0.2025832997
301	0.2024075989
302	0.2023327121
303	0.2022395729
304	0.2021565013
305	0.2020766477
306	0.2019571256
307	0.2018726458
308	0.2017729447
309	0.2016661303
310	0.2015936052
311	0.2014965684
312	0.201366259
313	0.2012643847
314	0.2010350673
315	0.2009476668
316	0.200827049
317	0.2006581218
318	0.2005633447
319	0.2003643037
320	0.2002573161
321	0.2001759453
322	0.2000414937
323	0.1999465422
324	0.1998846472
325	0.1997899787
326	0.1997180309
327	0.1996365418
328	0.1994980371
329	0.1994228101
330	0.199307757
331	0.1992044353
332	0.1991175243
333	0.1989938303
334	0.1989161519
335	0.198830618
336	0.1986709564
337	0.1985251257
338	0.1984155538
339	0.1983057517
340	0.1982159863
341	0.1981270635
342	0.1979600568
343	0.1978565568
344	0.1977248315
345	0.197532739
346	0.1974379909
347	0.1972950252
348	0.1971893555
349	0.1971003562
350	0.1970235223
351	0.1969289976
352	0.1967918368
353	0.1966138155
354	0.1964305069
355	0.1963317643
356	0.1962183484
357	0.1961243427
358	0.1960488744
359	0.1959758693
360	0.1958693857
361	0.1957844942
362	0.1956908216
363	0.1956051601
364	0.1955199798
365	0.1954343409
366	0.1953625141
367	0.1952719085
368	0.1951776111
369	0.195089791
370	0.1948112816
371	0.1946643197
372	0.1945781174
373	0.1944737223
374	0.194370599
375	0.1942215629
376	0.1941048936
377	0.1939674993
378	0.193893983
379	0.1938060909
380	0.1936542785
381	0.1935599839
382	0.1934849999
383	0.1934065176
384	0.1933419108
385	0.1931587902
386	0.1930865783
387	0.1930134799
388	0.1929511578
389	0.1925905735
390	0.1924935199
391	0.192421453
392	0.192333737
393	0.1922504965
394	0.1921192454
395	0.192043141
396	0.1919000057
397	0.191821481
398	0.1917269851
399	0.1915947351
400	0.1915343032
401	0.1914212931
402	0.1913426013
403	0.1911207115
404	0.1910493843
405	0.1909364914
406	0.1907132633
407	0.1905078739
408	0.190308868
409	0.1902286862
410	0.1901009384
411	0.1900402859
412	0.1899065837
413	0.1898467521
414	0.1897857835
415	0.1897245962
416	0.1896464565
417	0.189573981
418	0.1894748383
419	0.1893568692
420	0.1892340903
421	0.1890356456
422	0.1888521121
423	0.1887837676
424	0.1887203267
425	0.1885600437
426	0.1884982096
427	0.1881937163
428	0.1880447424
429	0.187930572
430	0.1876474153
431	0.1875878061
432	0.1874221623
433	0.1871490315
434	0.1870131742
435	0.1869467108
436	0.1868450944
437	0.1867862537
438	0.1867247113
439	0.1866654987
440	0.1865206533
441	0.1864600291
442	0.186319217
443	0.1861372227
444	0.186054492
445	0.1859540405
446	0.1857177675
447	0.185569519
448	0.1854854209
449	0.1853396695
450	0.1852493741
451	0.1851265995
452	0.1850682389
453	0.1848680221
454	0.1845884538
455	0.1845129441
456	0.1844566917
457	0.1842156381
458	0.1839905452
459	0.1838712904
460	0.1838110865
461	0.1837560013
462	0.1835772006
463	0.1834280001
464	0.1833501622
465	0.1832803148
466	0.183094952
467	0.1830054295
468	0.1829443353
469	0.1827945161
470	0.182738941
471	0.1826763561
472	0.1825221155
473	0.1823953597
474	0.1822261847
475	0.1821720501
476	0.1820384478
477	0.1817945438
478	0.1817047991
479	0.1815703573
480	0.1814890253
481	0.181429277
482	0.1813564984
483	0.1811043042
484	0.1810498964
485	0.1809686071
486	0.1809056866
487	0.1808310201
488	0.1807192359
489	0.1806634217
490	0.1805349611
491	0.180335007
492	0.1802762082
493	0.180204494
494	0.1801078063
495	0.1800062288
496	0.1799387187
497	0.1798280791
498	0.1797132934
499	0.1794823515
500	0.1793425705
501	0.1792897941
502	0.1792108704
503	0.1791354611
504	0.178998698
505	0.178860364
506	0.1788057721
507	0.1787519697
508	0.1786170737
509	0.1785629799
510	0.1784613207
511	0.1783733178
512	0.1782927763
513	0.1782339674
514	0.1781097576
515	0.1780579488
516	0.1780009231
517	0.1779294269
518	0.1777984351
519	0.1777426628
520	0.1776840518
521	0.1776329206
522	0.1775503833
523	0.1774955599
524	0.177258527
525	0.1771486195
526	0.1770561853
527	0.1769857432
528	0.1767696283
529	0.1767198366
530	0.1766208893
531	0.1765336364
